row_idx,api_unii,dosage_form,excipient_unii,role,confidence
1551,NJ82J0F8QC,TABLET,70097M6I30,lubricant,1.0
1551,NJ82J0F8QC,TABLET,AG9B65PV6B,disintegrant,1.0
1552,27X63J94GR,TABLET,ETJ7Z6XBU4,glidant,1.0
1552,27X63J94GR,TABLET,70097M6I30,lubricant,1.0
1553,0H73WJJ391,"CAPSULE, COATED PELLETS",WZH3C48M4T,alkalizing_agent,1.0
1554,0Y2S3XUQ5H,TABLET,3SY5LH9PMK,filler,1.0
1554,0Y2S3XUQ5H,TABLET,70097M6I30,lubricant,1.0
1555,660YQ98I10,"POWDER, FOR SOLUTION",ETJ7Z6XBU4,suspending_thickening_agent,1.0
1555,660YQ98I10,"POWDER, FOR SOLUTION",7CVR7L4A2D,suspending_thickening_agent,1.0
1555,660YQ98I10,"POWDER, FOR SOLUTION",R0ZB2556P8,antioxidant,1.0
1556,3ST302B24A,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
1556,3ST302B24A,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1557,140QMO216E,TABLET,ETJ7Z6XBU4,glidant,1.0
1557,140QMO216E,TABLET,2S7830E561,disintegrant,1.0
1558,N1SN99T69T,"TABLET, COATED",R12CBM0EIZ,coating_agent,1.0
1558,N1SN99T69T,"TABLET, COATED",70097M6I30,lubricant,1.0
1558,N1SN99T69T,"TABLET, COATED",ETJ7Z6XBU4,glidant,1.0
1558,N1SN99T69T,"TABLET, COATED",XHX3C3X673,plasticizer,1.0
1559,H0DE420U8G,TABLET,3SY5LH9PMK,filler,1.0
1559,H0DE420U8G,TABLET,M28OL1HH48,disintegrant,1.0
1559,H0DE420U8G,TABLET,656HXR6YXN,surfactant,1.0
1559,H0DE420U8G,TABLET,70097M6I30,lubricant,1.0
1560,SML2Y3J35T,TABLET,3WJQ0SDW1A,lubricant,1.0
1560,SML2Y3J35T,TABLET,70097M6I30,lubricant,1.0
1560,SML2Y3J35T,TABLET,AG9B65PV6B,disintegrant,1.0
1561,CQ903KQA31,TABLET,ETJ7Z6XBU4,glidant,1.0
1562,55JG375S6M,CAPSULE,2G86QN327L,binder,1.0
1562,55JG375S6M,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1563,R3UK8X3U3D,TABLET,M28OL1HH48,disintegrant,1.0
1563,R3UK8X3U3D,TABLET,70097M6I30,lubricant,1.0
1564,4182431BJH,"CAPSULE, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1564,4182431BJH,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
1565,MRK240IY2L,TABLET,M28OL1HH48,disintegrant,1.0
1565,MRK240IY2L,TABLET,70097M6I30,lubricant,1.0
1566,59JV96YTXV,TABLET,M28OL1HH48,disintegrant,1.0
1566,59JV96YTXV,TABLET,70097M6I30,lubricant,1.0
1566,59JV96YTXV,TABLET,ETJ7Z6XBU4,glidant,1.0
1567,C1ENJ2TE6C,TABLET,70097M6I30,lubricant,1.0
1567,C1ENJ2TE6C,TABLET,ETJ7Z6XBU4,glidant,1.0
1568,T18F433X4S,KIT,EWQ57Q8I5X,filler,1.0
1568,T18F433X4S,KIT,3OWL53L36A,filler,1.0
1568,T18F433X4S,KIT,OP1R32D61U,filler,1.0
1568,T18F433X4S,KIT,FZ989GH94E,solubilizing_agent,1.0
1568,T18F433X4S,KIT,H4N855PNZ1,antioxidant,1.0
1569,57GNO57U7G,"TABLET, FILM COATED",F05Q2T2JA0,surfactant,1.0
1569,57GNO57U7G,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1570,VG2QF83CGL,TABLET,J2B2A4N98G,filler,1.0
1570,VG2QF83CGL,TABLET,70097M6I30,lubricant,1.0
1571,EE90ONI6FF,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1572,N7U69T4SZR,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1573,NJ82J0F8QC,SOLUTION,059QF0KO0R,solvent,1.0
1573,NJ82J0F8QC,SOLUTION,X045WJ989B,preservative,1.0
1574,9D2RTI9KYH,SOLUTION,Z8IX2SC1OH,preservative,1.0
1574,9D2RTI9KYH,SOLUTION,059QF0KO0R,solvent,1.0
1574,9D2RTI9KYH,SOLUTION,SB8ZUX40TY,sweetening_agent,1.0
1574,9D2RTI9KYH,SOLUTION,OJ245FE5EU,preservative,1.0
1574,9D2RTI9KYH,SOLUTION,PQ6CK8PD0R,antioxidant,1.0
1574,9D2RTI9KYH,SOLUTION,L7T10EIP3A,flavoring_agent,1.0
1574,9D2RTI9KYH,SOLUTION,A2I8C7HI9T,preservative,1.0
1575,J60AR2IKIC,TABLET,ETJ7Z6XBU4,glidant,1.0
1575,J60AR2IKIC,TABLET,J2B2A4N98G,filler,1.0
1575,J60AR2IKIC,TABLET,70097M6I30,lubricant,1.0
1576,H4QBZ2LO84,TABLET,ETJ7Z6XBU4,glidant,1.0
1576,H4QBZ2LO84,TABLET,70097M6I30,lubricant,1.0
1577,JCX84Q7J1L,CAPSULE,M28OL1HH48,disintegrant,1.0
1577,JCX84Q7J1L,CAPSULE,70097M6I30,lubricant,1.0
1577,JCX84Q7J1L,CAPSULE,2G86QN327L,binder,1.0
1578,FEN504330V,TABLET,M28OL1HH48,disintegrant,1.0
1578,FEN504330V,TABLET,70097M6I30,lubricant,1.0
1579,W5S57Y3A5L,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
1579,W5S57Y3A5L,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1580,4784C8E03O,TABLET,70097M6I30,lubricant,1.0
1580,4784C8E03O,TABLET,ETJ7Z6XBU4,glidant,1.0
1581,R3UK8X3U3D,TABLET,ETJ7Z6XBU4,glidant,1.0
1581,R3UK8X3U3D,TABLET,M28OL1HH48,disintegrant,1.0
1581,R3UK8X3U3D,TABLET,70097M6I30,lubricant,1.0
1583,44YRR34555,TABLET,ETJ7Z6XBU4,glidant,1.0
1583,44YRR34555,TABLET,M28OL1HH48,disintegrant,1.0
1583,44YRR34555,TABLET,70097M6I30,lubricant,1.0
1583,44YRR34555,TABLET,4R4HFI6D95,lubricant,1.0
1583,44YRR34555,TABLET,2S7830E561,disintegrant,1.0
1584,614OI1Z5WI,CAPSULE,2G86QN327L,binder,1.0
1584,614OI1Z5WI,CAPSULE,PDC6A3C0OX,preservative,1.0
1585,17ERJ0MKGI,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
1585,17ERJ0MKGI,"TABLET, FILM COATED",40UAA97IT9,disintegrant,1.0
1585,17ERJ0MKGI,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1586,73SM5SF3OR,"TABLET, FILM COATED",L11K75P92J,filler,1.0
1586,73SM5SF3OR,"TABLET, FILM COATED",H8AV0SQX4D,disintegrant,1.0
1586,73SM5SF3OR,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1586,73SM5SF3OR,"TABLET, FILM COATED",XHX3C3X673,plasticizer,1.0
1587,4AF302ESOS,"TABLET, ORALLY DISINTEGRATING",Z0H242BBR1,sweetening_agent,1.0
1587,4AF302ESOS,"TABLET, ORALLY DISINTEGRATING",ETJ7Z6XBU4,glidant,1.0
1587,4AF302ESOS,"TABLET, ORALLY DISINTEGRATING",70097M6I30,lubricant,1.0
1587,4AF302ESOS,"TABLET, ORALLY DISINTEGRATING",Q40Q9N063P,acidifying_agent,1.0
1588,7S5I7G3JQL,TABLET,M28OL1HH48,disintegrant,1.0
1588,7S5I7G3JQL,TABLET,70097M6I30,lubricant,1.0
1589,AO61G82577,SOLUTION,Z8IX2SC1OH,preservative,1.0
1589,AO61G82577,SOLUTION,059QF0KO0R,solvent,1.0
1589,AO61G82577,SOLUTION,A2I8C7HI9T,preservative,1.0
1590,9242ECW6R0,CAPSULE,ETJ7Z6XBU4,glidant,1.0
1590,9242ECW6R0,CAPSULE,M28OL1HH48,disintegrant,1.0
1590,9242ECW6R0,CAPSULE,70097M6I30,lubricant,1.0
1590,9242ECW6R0,CAPSULE,2G86QN327L,binder,1.0
1590,9242ECW6R0,CAPSULE,5138Q19F1X,alkalizing_agent,1.0
1590,9242ECW6R0,CAPSULE,G2M7P15E5P,lubricant,1.0
1591,55JG375S6M,CAPSULE,2G86QN327L,binder,1.0
1591,55JG375S6M,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1592,SJT761GEGS,CAPSULE,M28OL1HH48,disintegrant,1.0
1592,SJT761GEGS,CAPSULE,ETJ7Z6XBU4,glidant,1.0
1592,SJT761GEGS,CAPSULE,70097M6I30,lubricant,1.0
1592,SJT761GEGS,CAPSULE,2G86QN327L,binder,1.0
1592,SJT761GEGS,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1592,SJT761GEGS,CAPSULE,5138Q19F1X,alkalizing_agent,1.0
1593,KVI301NA53,SOLUTION,33X04XA5AT,acidifying_agent,1.0
1593,KVI301NA53,SOLUTION,OJ245FE5EU,preservative,1.0
1593,KVI301NA53,SOLUTION,059QF0KO0R,solvent,1.0
1594,C1ENJ2TE6C,TABLET,ETJ7Z6XBU4,glidant,1.0
1594,C1ENJ2TE6C,TABLET,70097M6I30,lubricant,1.0
1594,C1ENJ2TE6C,TABLET,2S7830E561,disintegrant,1.0
1595,NO70W886KK,TABLET,ETJ7Z6XBU4,glidant,1.0
1595,NO70W886KK,TABLET,2S7830E561,disintegrant,1.0
1596,7S5I7G3JQL,TABLET,3SY5LH9PMK,filler,1.0
1596,7S5I7G3JQL,TABLET,M28OL1HH48,disintegrant,1.0
1596,7S5I7G3JQL,TABLET,70097M6I30,lubricant,1.0
1597,5PE9FDE8GB,TABLET,ETJ7Z6XBU4,glidant,1.0
1597,5PE9FDE8GB,TABLET,M28OL1HH48,disintegrant,1.0
1597,5PE9FDE8GB,TABLET,70097M6I30,lubricant,1.0
1598,6M97XTV3HD,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
1598,6M97XTV3HD,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1599,TJ2M0FR8ES,SUSPENSION,OJ245FE5EU,preservative,1.0
1599,TJ2M0FR8ES,SUSPENSION,059QF0KO0R,solvent,1.0
1600,423D2T571U,KIT,EWQ57Q8I5X,filler,1.0
1601,660YQ98I10,"TABLET, FILM COATED, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
1601,660YQ98I10,"TABLET, FILM COATED, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1601,660YQ98I10,"TABLET, FILM COATED, EXTENDED RELEASE",8Z96QXD6UM,plasticizer,1.0
1602,FO2303MNI2,"CAPSULE, DELAYED RELEASE",M28OL1HH48,disintegrant,1.0
1602,FO2303MNI2,"CAPSULE, DELAYED RELEASE",ETJ7Z6XBU4,glidant,1.0
1602,FO2303MNI2,"CAPSULE, DELAYED RELEASE",70097M6I30,lubricant,1.0
1602,FO2303MNI2,"CAPSULE, DELAYED RELEASE",2G86QN327L,binder,1.0
1602,FO2303MNI2,"CAPSULE, DELAYED RELEASE",5138Q19F1X,alkalizing_agent,1.0
1602,FO2303MNI2,"CAPSULE, DELAYED RELEASE",WZH3C48M4T,alkalizing_agent,1.0
1602,FO2303MNI2,"CAPSULE, DELAYED RELEASE",3K9958V90M,preservative,1.0
1603,JJ768O327N,TABLET,ETJ7Z6XBU4,glidant,1.0
1604,EOR26LQQ24,TABLET,M28OL1HH48,disintegrant,1.0
1604,EOR26LQQ24,TABLET,2S7830E561,disintegrant,1.0
1604,EOR26LQQ24,TABLET,70097M6I30,lubricant,1.0
1605,3L36P16U4R,"TABLET, DELAYED RELEASE",3OWL53L36A,filler,1.0
1605,3L36P16U4R,"TABLET, DELAYED RELEASE",7CV7WJK4UI,lubricant,1.0
1605,3L36P16U4R,"TABLET, DELAYED RELEASE",70097M6I30,lubricant,1.0
1605,3L36P16U4R,"TABLET, DELAYED RELEASE",3K9958V90M,preservative,1.0
1605,3L36P16U4R,"TABLET, DELAYED RELEASE",3WJQ0SDW1A,lubricant,1.0
1605,3L36P16U4R,"TABLET, DELAYED RELEASE",5138Q19F1X,alkalizing_agent,1.0
1606,660YQ98I10,"TABLET, FILM COATED, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
1606,660YQ98I10,"TABLET, FILM COATED, EXTENDED RELEASE",8Z96QXD6UM,plasticizer,1.0
1607,JCX84Q7J1L,SUSPENSION,A2I8C7HI9T,preservative,1.0
1607,JCX84Q7J1L,SUSPENSION,Z8IX2SC1OH,preservative,1.0
1607,JCX84Q7J1L,SUSPENSION,96K6UQ3ZD4,sweetening_agent,1.0
1607,JCX84Q7J1L,SUSPENSION,059QF0KO0R,solvent,1.0
1608,VB0R961HZT,TABLET,70097M6I30,lubricant,1.0
1609,55JG375S6M,CAPSULE,3OWL53L36A,filler,1.0
1609,55JG375S6M,CAPSULE,2G86QN327L,binder,1.0
1609,55JG375S6M,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1610,JE6H2O27P8,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
1610,JE6H2O27P8,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1611,E7199S1YWR,TABLET,O7TSZ97GEP,filler,1.0
1611,E7199S1YWR,TABLET,70097M6I30,lubricant,1.0
1611,E7199S1YWR,TABLET,3OWL53L36A,filler,1.0
1611,E7199S1YWR,TABLET,ETJ7Z6XBU4,glidant,1.0
1612,423D2T571U,KIT,3SY5LH9PMK,filler,1.0
1612,423D2T571U,KIT,FZ989GH94E,solubilizing_agent,1.0
1612,423D2T571U,KIT,8I089SAH3T,filler,1.0
1612,423D2T571U,KIT,7QWA1RIO01,antioxidant,1.0
1612,423D2T571U,KIT,EWQ57Q8I5X,filler,1.0
1612,423D2T571U,KIT,OP1R32D61U,filler,1.0
1612,423D2T571U,KIT,K0KQV10C35,solubilizing_agent,1.0
1613,O0P4I5851I,"TABLET, COATED",M28OL1HH48,disintegrant,1.0
1613,O0P4I5851I,"TABLET, COATED",70097M6I30,lubricant,1.0
1613,O0P4I5851I,"TABLET, COATED",8MDF5V39QO,alkalizing_agent,1.0
1614,J0E2756Z7N,TABLET,M28OL1HH48,disintegrant,1.0
1614,J0E2756Z7N,TABLET,70097M6I30,lubricant,1.0
1614,J0E2756Z7N,TABLET,ETJ7Z6XBU4,glidant,1.0
1615,9LHU78OQFD,TABLET,3SY5LH9PMK,filler,1.0
1615,9LHU78OQFD,TABLET,REK4960K2U,antioxidant,1.0
1615,9LHU78OQFD,TABLET,70097M6I30,lubricant,1.0
1616,838F01T721,"TABLET, EXTENDED RELEASE",3SY5LH9PMK,filler,1.0
1616,838F01T721,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1616,838F01T721,"TABLET, EXTENDED RELEASE",5138Q19F1X,alkalizing_agent,1.0
1616,838F01T721,"TABLET, EXTENDED RELEASE",3WJQ0SDW1A,lubricant,1.0
1617,UZX80K71OE,"TABLET, FILM COATED",3SY5LH9PMK,filler,1.0
1617,UZX80K71OE,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
1617,UZX80K71OE,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
1617,UZX80K71OE,"TABLET, FILM COATED",L11K75P92J,filler,1.0
1617,UZX80K71OE,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1617,UZX80K71OE,"TABLET, FILM COATED",XHX3C3X673,plasticizer,1.0
1618,BH3B64OKL9,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1618,BH3B64OKL9,"TABLET, EXTENDED RELEASE",3WJQ0SDW1A,lubricant,1.0
1618,BH3B64OKL9,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
1619,Q0MQD1073Q,TABLET,ETJ7Z6XBU4,glidant,1.0
1619,Q0MQD1073Q,TABLET,H8AV0SQX4D,disintegrant,1.0
1620,U3H27498KS,TABLET,70097M6I30,lubricant,1.0
1621,CQ903KQA31,CAPSULE,2G86QN327L,binder,1.0
1621,CQ903KQA31,CAPSULE,70097M6I30,lubricant,1.0
1621,CQ903KQA31,CAPSULE,ETJ7Z6XBU4,glidant,1.0
1622,N7U69T4SZR,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1623,JFU09I87TR,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
1623,JFU09I87TR,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1623,JFU09I87TR,"TABLET, FILM COATED",XHX3C3X673,plasticizer,1.0
1624,N7U69T4SZR,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1625,R61ZEH7I1I,SOLUTION,PQ6CK8PD0R,antioxidant,1.0
1625,R61ZEH7I1I,SOLUTION,7FLD91C86K,solubilizing_agent,1.0
1625,R61ZEH7I1I,SOLUTION,OJ245FE5EU,preservative,1.0
1625,R61ZEH7I1I,SOLUTION,DK6Y9P42IN,preservative,1.0
1625,R61ZEH7I1I,SOLUTION,SB8ZUX40TY,sweetening_agent,1.0
1625,R61ZEH7I1I,SOLUTION,059QF0KO0R,solvent,1.0
1626,E7199S1YWR,TABLET,ETJ7Z6XBU4,glidant,1.0
1626,E7199S1YWR,TABLET,O7TSZ97GEP,filler,1.0
1626,E7199S1YWR,TABLET,70097M6I30,lubricant,1.0
1626,E7199S1YWR,TABLET,3OWL53L36A,filler,1.0
1627,78E4J5IB5J,TABLET,G2M7P15E5P,lubricant,1.0
1627,78E4J5IB5J,TABLET,ETJ7Z6XBU4,glidant,1.0
1628,55JG375S6M,CAPSULE,2G86QN327L,binder,1.0
1628,55JG375S6M,CAPSULE,ETJ7Z6XBU4,glidant,1.0
1628,55JG375S6M,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1628,55JG375S6M,CAPSULE,A2I8C7HI9T,preservative,1.0
1628,55JG375S6M,CAPSULE,Z8IX2SC1OH,preservative,1.0
1628,55JG375S6M,CAPSULE,22ADO53M6F,solubilizing_agent,1.0
1629,RBZ1571X5H,TABLET,M28OL1HH48,disintegrant,1.0
1629,RBZ1571X5H,TABLET,70097M6I30,lubricant,1.0
1629,RBZ1571X5H,TABLET,ETJ7Z6XBU4,glidant,1.0
1630,0YPR65R21J,SOLUTION,OJ245FE5EU,preservative,1.0
1630,0YPR65R21J,SOLUTION,96K6UQ3ZD4,sweetening_agent,1.0
1630,0YPR65R21J,SOLUTION,059QF0KO0R,solvent,1.0
1631,ZOU145W1XL,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
1631,ZOU145W1XL,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1632,HDP7W44CIO,TABLET,ETJ7Z6XBU4,glidant,1.0
1632,HDP7W44CIO,TABLET,M28OL1HH48,disintegrant,1.0
1632,HDP7W44CIO,TABLET,70097M6I30,lubricant,1.0
1633,030PYR8953,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1633,030PYR8953,"TABLET, EXTENDED RELEASE",G2M7P15E5P,lubricant,1.0
1633,030PYR8953,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
1634,0J48LPH2TH,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1634,0J48LPH2TH,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
1635,33CM23913M,"CAPSULE, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
1635,33CM23913M,"CAPSULE, EXTENDED RELEASE",3WJQ0SDW1A,lubricant,1.0
1635,33CM23913M,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
1636,2Z07MYW1AZ,"TABLET, COATED",J2B2A4N98G,filler,1.0
1636,2Z07MYW1AZ,"TABLET, COATED",70097M6I30,lubricant,1.0
1637,VPO7KJ050N,TABLET,ETJ7Z6XBU4,glidant,1.0
1637,VPO7KJ050N,TABLET,70097M6I30,lubricant,1.0
1637,VPO7KJ050N,TABLET,8MDF5V39QO,alkalizing_agent,1.0
1638,1678OK0E08,TABLET,70097M6I30,lubricant,1.0
1639,4B3SC438HI,TABLET,70097M6I30,lubricant,1.0
1640,CI0FAO63WC,CAPSULE,ETJ7Z6XBU4,glidant,1.0
1640,CI0FAO63WC,CAPSULE,70097M6I30,lubricant,1.0
1640,CI0FAO63WC,CAPSULE,2G86QN327L,binder,1.0
1641,U202363UOS,CAPSULE,92RU3N3Y1O,dispersing_agent,1.0
1641,U202363UOS,CAPSULE,2G86QN327L,binder,1.0
1642,AO61G82577,TABLET,70097M6I30,lubricant,1.0
1643,6UKA5VEJ6X,CAPSULE,J2B2A4N98G,filler,1.0
1643,6UKA5VEJ6X,CAPSULE,70097M6I30,lubricant,1.0
1644,26LUD4JO9K,TABLET,ETJ7Z6XBU4,glidant,1.0
1644,26LUD4JO9K,TABLET,70097M6I30,lubricant,1.0
1644,26LUD4JO9K,TABLET,30IQX730WE,lubricant,1.0
1644,26LUD4JO9K,TABLET,B697894SGQ,lubricant,1.0
1645,6CW7F3G59X,CAPSULE,2G86QN327L,binder,1.0
1646,KG60484QX9,"CAPSULE, DELAYED RELEASE",94255I6E2T,solubilizing_agent,1.0
1646,KG60484QX9,"CAPSULE, DELAYED RELEASE",3OWL53L36A,filler,1.0
1646,KG60484QX9,"CAPSULE, DELAYED RELEASE",2G86QN327L,binder,1.0
1646,KG60484QX9,"CAPSULE, DELAYED RELEASE",WZH3C48M4T,alkalizing_agent,1.0
1646,KG60484QX9,"CAPSULE, DELAYED RELEASE",5138Q19F1X,alkalizing_agent,1.0
1647,786Z46389E,TABLET,70097M6I30,lubricant,1.0
1647,786Z46389E,TABLET,3WJQ0SDW1A,lubricant,1.0
1648,V83O1VOZ8L,TABLET,M28OL1HH48,disintegrant,1.0
1648,V83O1VOZ8L,TABLET,ETJ7Z6XBU4,glidant,1.0
1649,Q3OKS62Q6X,"CAPSULE, COATED PELLETS",0ZBX0N59RZ,plasticizer,1.0
1649,Q3OKS62Q6X,"CAPSULE, COATED PELLETS",92RU3N3Y1O,dispersing_agent,1.0
1649,Q3OKS62Q6X,"CAPSULE, COATED PELLETS",8Z96QXD6UM,plasticizer,1.0
1649,Q3OKS62Q6X,"CAPSULE, COATED PELLETS",WZH3C48M4T,alkalizing_agent,1.0
1650,0VE05JYS2P,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1651,MVR3JL3B2V,"TABLET, FILM COATED, EXTENDED RELEASE",1P9D0Z171K,antioxidant,1.0
1651,MVR3JL3B2V,"TABLET, FILM COATED, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1651,MVR3JL3B2V,"TABLET, FILM COATED, EXTENDED RELEASE",XHX3C3X673,plasticizer,1.0
1652,V83O1VOZ8L,TABLET,ETJ7Z6XBU4,glidant,1.0
1653,HDP7W44CIO,TABLET,3WJQ0SDW1A,lubricant,1.0
1653,HDP7W44CIO,TABLET,70097M6I30,lubricant,1.0
1653,HDP7W44CIO,TABLET,L11K75P92J,filler,1.0
1654,JCX84Q7J1L,CAPSULE,M28OL1HH48,disintegrant,1.0
1654,JCX84Q7J1L,CAPSULE,70097M6I30,lubricant,1.0
1654,JCX84Q7J1L,CAPSULE,2G86QN327L,binder,1.0
1654,JCX84Q7J1L,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1655,H789N3FKE8,TABLET,ETJ7Z6XBU4,glidant,1.0
1655,H789N3FKE8,TABLET,70097M6I30,lubricant,1.0
1656,HDP7W44CIO,TABLET,ETJ7Z6XBU4,glidant,1.0
1656,HDP7W44CIO,TABLET,M28OL1HH48,disintegrant,1.0
1656,HDP7W44CIO,TABLET,70097M6I30,lubricant,1.0
1657,FD171B778Y,TABLET,ETJ7Z6XBU4,glidant,1.0
1657,FD171B778Y,TABLET,70097M6I30,lubricant,1.0
1658,SD6QCT3TSU,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1658,SD6QCT3TSU,"TABLET, EXTENDED RELEASE",T4V6TWG28D,binder,1.0
1658,SD6QCT3TSU,"TABLET, EXTENDED RELEASE",Q662QK8M3B,lubricant,1.0
1659,P6R62377KV,CAPSULE,3K9958V90M,preservative,1.0
1659,P6R62377KV,CAPSULE,2G86QN327L,binder,1.0
1659,P6R62377KV,CAPSULE,ETJ7Z6XBU4,glidant,1.0
1660,6CW7F3G59X,CAPSULE,3OWL53L36A,filler,1.0
1660,6CW7F3G59X,CAPSULE,2G86QN327L,binder,1.0
1660,6CW7F3G59X,CAPSULE,5138Q19F1X,alkalizing_agent,1.0
1660,6CW7F3G59X,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1661,VS041H42XC,"CAPSULE, LIQUID FILLED",241ATL177A,solvent,1.0
1661,VS041H42XC,"CAPSULE, LIQUID FILLED",059QF0KO0R,solvent,1.0
1662,0J48LPH2TH,TABLET,O7TSZ97GEP,filler,1.0
1662,0J48LPH2TH,TABLET,70097M6I30,lubricant,1.0
1662,0J48LPH2TH,TABLET,ETJ7Z6XBU4,glidant,1.0
1663,80M03YXJ7I,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
1663,80M03YXJ7I,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1664,D7NLD2JX7U,CAPSULE,3K9958V90M,preservative,1.0
1664,D7NLD2JX7U,CAPSULE,5138Q19F1X,alkalizing_agent,1.0
1664,D7NLD2JX7U,CAPSULE,M28OL1HH48,disintegrant,1.0
1664,D7NLD2JX7U,CAPSULE,2G86QN327L,binder,1.0
1664,D7NLD2JX7U,CAPSULE,70097M6I30,lubricant,1.0
1664,D7NLD2JX7U,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
1665,BH3B64OKL9,"TABLET, FILM COATED, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
1665,BH3B64OKL9,"TABLET, FILM COATED, EXTENDED RELEASE",70097M6I30,lubricant,1.0
1666,N1SN99T69T,CAPSULE,ETJ7Z6XBU4,glidant,1.0
1666,N1SN99T69T,CAPSULE,2G86QN327L,binder,1.0
1666,N1SN99T69T,CAPSULE,70097M6I30,lubricant,1.0
1667,O0P4I5851I,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
1667,O0P4I5851I,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1668,76755771U3,"TABLET, FILM COATED",2S7830E561,disintegrant,1.0
1668,76755771U3,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
1668,76755771U3,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1668,76755771U3,"TABLET, FILM COATED",R12CBM0EIZ,coating_agent,1.0
1668,76755771U3,"TABLET, FILM COATED",XHX3C3X673,plasticizer,1.0
1669,VG2QF83CGL,TABLET,70097M6I30,lubricant,1.0
1669,VG2QF83CGL,TABLET,ETJ7Z6XBU4,glidant,1.0
1670,ZG7E5POY8O,TABLET,3K9958V90M,preservative,1.0
1670,ZG7E5POY8O,TABLET,OJ4Z5Z32L4,lubricant,1.0
1670,ZG7E5POY8O,TABLET,ETJ7Z6XBU4,glidant,1.0
1671,668Z8C33LU,TABLET,0BZ5A00FQU,disintegrant,1.0
1671,668Z8C33LU,TABLET,REK4960K2U,antioxidant,1.0
1671,668Z8C33LU,TABLET,PDC6A3C0OX,preservative,1.0
1671,668Z8C33LU,TABLET,70097M6I30,lubricant,1.0
1671,668Z8C33LU,TABLET,L11K75P92J,filler,1.0
1672,2M36281008,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
1673,5LGN83G74V,"TABLET, FILM COATED",R12CBM0EIZ,coating_agent,1.0
1673,5LGN83G74V,"TABLET, FILM COATED",7CV7WJK4UI,lubricant,1.0
1674,YU55MQ3IZY,TABLET,ETJ7Z6XBU4,glidant,1.0
1674,YU55MQ3IZY,TABLET,F05Q2T2JA0,surfactant,1.0
1674,YU55MQ3IZY,TABLET,70097M6I30,lubricant,1.0
