row_idx,api_unii,dosage_form,excipient_unii,role,confidence,raw_prior,n_candidates,n_samples
2607,1X70OSD4VX,CAPSULE,FZ989GH94E,solubilizing_agent,0.7909090909090909,0.7909090909090909,1,86
2607,1X70OSD4VX,CAPSULE,532B59J990,stabilizing_agent,0.6714285714285714,0.6714285714285714,1,46
2607,1X70OSD4VX,CAPSULE,2968PHW8QP,preservative,0.015608016304347825,0.0624320652173913,4,0
2607,1X70OSD4VX,CAPSULE,3NXW29V3WO,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2607,1X70OSD4VX,CAPSULE,K679OBS311,stabilizing_agent,0.006317934782608696,0.006317934782608696,1,3
2608,6M97XTV3HD,"TABLET, FILM COATED",7773C1ROEU,disintegrant,0.04942255434782609,0.09884510869565218,2,0
2608,6M97XTV3HD,"TABLET, FILM COATED",0WZ8WG20P6,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2608,6M97XTV3HD,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2608,6M97XTV3HD,"TABLET, FILM COATED",UKE75GEA7F,binder,0.015090013586956521,0.060360054347826084,4,0
2608,6M97XTV3HD,"TABLET, FILM COATED",7T9FYH5QMK,glidant,0.04899230072463768,0.14697690217391304,3,2
2609,U202363UOS,"TABLET, FILM COATED",R75537T0T4,binder,0.0075450067934782605,0.060360054347826084,8,0
2609,U202363UOS,"TABLET, FILM COATED",OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
2609,U202363UOS,"TABLET, FILM COATED",VH2XOU12IE,coating_agent,0.005208333333333333,0.020833333333333332,4,24
2609,U202363UOS,"TABLET, FILM COATED",0WZ8WG20P6,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2609,U202363UOS,"TABLET, FILM COATED",0VUT3PMY82,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2609,U202363UOS,"TABLET, FILM COATED",1IVH67816N,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2609,U202363UOS,"TABLET, FILM COATED",TUF2IVW3M2,solubilizing_agent,0.004257246376811594,0.012771739130434783,3,0
2609,U202363UOS,"TABLET, FILM COATED",30IQX730WE,plasticizer,0.009009009009009009,0.009009009009009009,1,87
2611,OLH94387TE,"CAPSULE, EXTENDED RELEASE",368GB5141J,lubricant,0.00909090909090909,0.01818181818181818,2,31
2611,OLH94387TE,"CAPSULE, EXTENDED RELEASE",C151H8M554,filler,0.17687074829931973,0.5306122448979592,3,25
2611,OLH94387TE,"CAPSULE, EXTENDED RELEASE",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2611,OLH94387TE,"CAPSULE, EXTENDED RELEASE",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
2611,OLH94387TE,"CAPSULE, EXTENDED RELEASE",RFW2ET671P,surfactant,0.005791440217391305,0.01158288043478261,2,0
2611,OLH94387TE,"CAPSULE, EXTENDED RELEASE",6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
2612,5T619TQR3R,"CAPSULE, EXTENDED RELEASE",OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
2612,5T619TQR3R,"CAPSULE, EXTENDED RELEASE",R75537T0T4,controlled_release,0.0001401154891304348,0.0011209239130434783,8,0
2612,5T619TQR3R,"CAPSULE, EXTENDED RELEASE",C151H8M554,filler,0.17687074829931973,0.5306122448979592,3,25
2612,5T619TQR3R,"CAPSULE, EXTENDED RELEASE",7SEV7J4R1U,lubricant,0.0022675736961451248,0.006802721088435374,3,123
2613,XX73205DH5,SUSPENSION,PDC6A3C0OX,preservative,0.2962962962962963,0.8888888888888888,3,183
2613,XX73205DH5,SUSPENSION,8KW3E207O2,sweetening_agent,0.01037703804347826,0.02075407608695652,2,3
2613,XX73205DH5,SUSPENSION,LKG8494WBH,preservative,0.4888888888888889,0.4888888888888889,1,21
2613,XX73205DH5,SUSPENSION,MRJ667KA5E,surfactant,0.005791440217391305,0.01158288043478261,2,0
2614,0H73WJJ391,"CAPSULE, EXTENDED RELEASE",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
2614,0H73WJJ391,"CAPSULE, EXTENDED RELEASE",TTV12P4NEE,controlled_release,0.004464285714285714,0.008928571428571428,2,88
2614,0H73WJJ391,"CAPSULE, EXTENDED RELEASE",532B59J990,stabilizing_agent,0.6714285714285714,0.6714285714285714,1,46
2614,0H73WJJ391,"CAPSULE, EXTENDED RELEASE",1DI56QDM62,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
2614,0H73WJJ391,"CAPSULE, EXTENDED RELEASE",R75537T0T4,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2615,362O9ITL9D,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
2615,362O9ITL9D,TABLET,FZ989GH94E,binder,0.0030303030303030303,0.00909090909090909,3,86
2615,362O9ITL9D,TABLET,4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
2616,724L30Y2QR,"TABLET, FILM COATED",OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2616,724L30Y2QR,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
2616,724L30Y2QR,"TABLET, FILM COATED",7Z8S9VYZ4B,filler,0.04098731884057971,0.12296195652173914,3,1
2616,724L30Y2QR,"TABLET, FILM COATED",FZ989GH94E,solubilizing_agent,0.7909090909090909,0.7909090909090909,1,86
2616,724L30Y2QR,"TABLET, FILM COATED",G2M7P15E5P,plasticizer,0.006711409395973154,0.006711409395973154,1,125
2616,724L30Y2QR,"TABLET, FILM COATED",Q662QK8M3B,plasticizer,0.005076142131979695,0.005076142131979695,1,173
2616,724L30Y2QR,"TABLET, FILM COATED",936JST6JCN,surfactant,0.3783783783783784,0.3783783783783784,1,13
2616,724L30Y2QR,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
2617,MRK240IY2L,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2617,MRK240IY2L,TABLET,FZ989GH94E,binder,0.0030303030303030303,0.00909090909090909,3,86
2617,MRK240IY2L,TABLET,O8232NY3SJ,granulation_aid,0.005050505050505051,0.005050505050505051,1,174
2618,57GNO57U7G,"TABLET, FILM COATED",RFW2ET671P,binder,0.015090013586956521,0.060360054347826084,4,0
2618,57GNO57U7G,"TABLET, FILM COATED",0WZ8WG20P6,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2618,57GNO57U7G,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2618,57GNO57U7G,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2618,57GNO57U7G,"TABLET, FILM COATED",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
2619,OLH94387TE,"CAPSULE, EXTENDED RELEASE",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2619,OLH94387TE,"CAPSULE, EXTENDED RELEASE",C151H8M554,filler,0.17687074829931973,0.5306122448979592,3,25
2619,OLH94387TE,"CAPSULE, EXTENDED RELEASE",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
2619,OLH94387TE,"CAPSULE, EXTENDED RELEASE",6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
2620,BEA68ZVB2K,TABLET,D9C330MD8B,binder,0.030180027173913042,0.060360054347826084,2,0
2620,BEA68ZVB2K,TABLET,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
2621,0H73WJJ391,SOLUTION,PDC6A3C0OX,preservative,0.2962962962962963,0.8888888888888888,3,183
2622,913P6LK81M,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
2622,913P6LK81M,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2622,913P6LK81M,"TABLET, FILM COATED",6N003M473W,solubilizing_agent,0.20689655172413793,0.20689655172413793,1,5
2623,ZG7E5POY8O,"TABLET, EXTENDED RELEASE",7Z8S9VYZ4B,filler,0.06148097826086957,0.12296195652173914,2,1
2623,ZG7E5POY8O,"TABLET, EXTENDED RELEASE",73CJJ317SR,lubricant,0.15737092391304347,0.31474184782608694,2,0
2623,ZG7E5POY8O,"TABLET, EXTENDED RELEASE",2165RE0K14,binder,0.020120018115942027,0.060360054347826084,3,0
2623,ZG7E5POY8O,"TABLET, EXTENDED RELEASE",FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
2623,ZG7E5POY8O,"TABLET, EXTENDED RELEASE",532B59J990,stabilizing_agent,0.6714285714285714,0.6714285714285714,1,46
2623,ZG7E5POY8O,"TABLET, EXTENDED RELEASE",6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
2624,DQH6T6D8OY,"TABLET, FILM COATED",9XZ8H6N6OH,binder,0.015090013586956521,0.060360054347826084,4,0
2624,DQH6T6D8OY,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2624,DQH6T6D8OY,"TABLET, FILM COATED",O8232NY3SJ,granulation_aid,0.005050505050505051,0.005050505050505051,1,174
2624,DQH6T6D8OY,"TABLET, FILM COATED",4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
2625,33CM23913M,TABLET,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
2625,33CM23913M,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
2626,17ERJ0MKGI,"TABLET, FILM COATED",2165RE0K14,binder,0.015090013586956521,0.060360054347826084,4,0
2626,17ERJ0MKGI,"TABLET, FILM COATED",3OWL53L36A,filler,0.4578096947935368,0.9156193895870736,2,533
2626,17ERJ0MKGI,"TABLET, FILM COATED",0VUT3PMY82,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2626,17ERJ0MKGI,"TABLET, FILM COATED",36SFW2JZ0W,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2626,17ERJ0MKGI,"TABLET, FILM COATED",4R4HFI6D95,plasticizer,0.01098901098901099,0.01098901098901099,1,67
2626,17ERJ0MKGI,"TABLET, FILM COATED",G2M7P15E5P,plasticizer,0.006711409395973154,0.006711409395973154,1,125
2627,H789N3FKE8,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2627,H789N3FKE8,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
2627,H789N3FKE8,TABLET,U725QWY32X,disintegrant,0.004115226337448559,0.012345679012345678,3,57
2628,5LGN83G74V,TABLET,9XZ8H6N6OH,surfactant,0.005791440217391305,0.01158288043478261,2,0
2628,5LGN83G74V,TABLET,3NXW29V3WO,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2629,S62U433RMH,CAPSULE,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2629,S62U433RMH,CAPSULE,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
2630,X4HES1O11F,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
2630,X4HES1O11F,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
2631,ZG7E5POY8O,"TABLET, FILM COATED",RFW2ET671P,binder,0.015090013586956521,0.060360054347826084,4,0
2631,ZG7E5POY8O,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2631,ZG7E5POY8O,"TABLET, FILM COATED",4GFU244C4J,disintegrant,0.024711277173913044,0.09884510869565218,4,1
2631,ZG7E5POY8O,"TABLET, FILM COATED",88XHZ13131,antioxidant,0.009493885869565217,0.018987771739130434,2,0
2631,ZG7E5POY8O,"TABLET, FILM COATED",Q662QK8M3B,plasticizer,0.005076142131979695,0.005076142131979695,1,173
2632,935E97BOY8,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2632,935E97BOY8,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2632,935E97BOY8,TABLET,4ELV7Z65AP,lubricant,0.10491394927536231,0.31474184782608694,3,0
2633,7LKK855W8I,"TABLET, FILM COATED",0WZ8WG20P6,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2633,7LKK855W8I,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2633,7LKK855W8I,"TABLET, FILM COATED",O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
2633,7LKK855W8I,"TABLET, FILM COATED",OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
2633,7LKK855W8I,"TABLET, FILM COATED",B697894SGQ,plasticizer,0.003355704697986577,0.003355704697986577,1,274
2634,A051Q2099Q,"TABLET, FILM COATED",RFW2ET671P,binder,0.015090013586956521,0.060360054347826084,4,0
2634,A051Q2099Q,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2634,A051Q2099Q,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2634,A051Q2099Q,"TABLET, FILM COATED",OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2634,A051Q2099Q,"TABLET, FILM COATED",Q662QK8M3B,plasticizer,0.005076142131979695,0.005076142131979695,1,173
2635,82VFR53I78,TABLET,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2635,82VFR53I78,TABLET,3NXW29V3WO,binder,0.008622864906832298,0.060360054347826084,7,0
2635,82VFR53I78,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2635,82VFR53I78,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2636,JJ768O327N,"CAPSULE, EXTENDED RELEASE",3NXW29V3WO,controlled_release,0.0001401154891304348,0.0011209239130434783,8,0
2636,JJ768O327N,"CAPSULE, EXTENDED RELEASE",C151H8M554,filler,0.17687074829931973,0.5306122448979592,3,25
2636,JJ768O327N,"CAPSULE, EXTENDED RELEASE",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
2637,2T8Q726O95,"TABLET, FILM COATED",OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
2637,2T8Q726O95,"TABLET, FILM COATED",0VUT3PMY82,binder,0.0075450067934782605,0.060360054347826084,8,0
2637,2T8Q726O95,"TABLET, FILM COATED",0WZ8WG20P6,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2637,2T8Q726O95,"TABLET, FILM COATED",B697894SGQ,plasticizer,0.003355704697986577,0.003355704697986577,1,274
2639,ZOU145W1XL,"TABLET, FILM COATED",EWQ57Q8I5X,binder,0.002109704641350211,0.004219409282700422,2,213
2639,ZOU145W1XL,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2639,ZOU145W1XL,"TABLET, FILM COATED",0WZ8WG20P6,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2639,ZOU145W1XL,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
2639,ZOU145W1XL,"TABLET, FILM COATED",B697894SGQ,plasticizer,0.003355704697986577,0.003355704697986577,1,274
2640,0J48LPH2TH,TABLET,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2640,0J48LPH2TH,TABLET,EWQ57Q8I5X,binder,0.002109704641350211,0.004219409282700422,2,213
2641,413KH5ZJ73,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2641,413KH5ZJ73,"TABLET, FILM COATED",EWQ57Q8I5X,binder,0.002109704641350211,0.004219409282700422,2,213
2641,413KH5ZJ73,"TABLET, FILM COATED",OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2642,VB0R961HZT,TABLET,EWQ57Q8I5X,binder,0.002109704641350211,0.004219409282700422,2,213
2642,VB0R961HZT,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2642,VB0R961HZT,TABLET,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2642,VB0R961HZT,TABLET,6YSS42VSEV,filler,0.06148097826086957,0.12296195652173914,2,0
2642,VB0R961HZT,TABLET,4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
2642,VB0R961HZT,TABLET,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
2642,VB0R961HZT,TABLET,OJ245FE5EU,preservative,0.9041666666666667,0.9041666666666667,1,216
2642,VB0R961HZT,TABLET,LQA7B6G8JG,solubilizing_agent,0.004257246376811594,0.012771739130434783,3,0
2643,1B8447E7YI,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2643,1B8447E7YI,TABLET,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2644,O5CB12L4FN,SUSPENSION,506T60A25R,sweetening_agent,0.00691802536231884,0.02075407608695652,3,0
2644,O5CB12L4FN,SUSPENSION,6DC9Q167V3,preservative,0.0208106884057971,0.0624320652173913,3,0
2644,O5CB12L4FN,SUSPENSION,6M3P64V0NC,suspending_thickening_agent,0.004296875,0.00859375,2,0
2644,O5CB12L4FN,SUSPENSION,K679OBS311,suspending_thickening_agent,0.004296875,0.00859375,2,3
2644,O5CB12L4FN,SUSPENSION,LQA7B6G8JG,solubilizing_agent,0.004257246376811594,0.012771739130434783,3,0
2644,O5CB12L4FN,SUSPENSION,3K9958V90M,preservative,0.9432098765432099,0.9432098765432099,1,381
2644,O5CB12L4FN,SUSPENSION,55X04QC32I,alkalizing_agent,0.4371584699453552,0.8743169398907104,2,159
2645,JQZ1L091Y2,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
2645,JQZ1L091Y2,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2645,JQZ1L091Y2,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2645,JQZ1L091Y2,"TABLET, FILM COATED",TUF2IVW3M2,solubilizing_agent,0.004257246376811594,0.012771739130434783,3,0
2645,JQZ1L091Y2,"TABLET, FILM COATED",30IQX730WE,plasticizer,0.009009009009009009,0.009009009009009009,1,87
2646,8Q2869CNVH,"TABLET, FILM COATED",0WZ8WG20P6,binder,0.0075450067934782605,0.060360054347826084,8,0
2646,8Q2869CNVH,"TABLET, FILM COATED",OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2646,8Q2869CNVH,"TABLET, FILM COATED",VH2XOU12IE,coating_agent,0.005208333333333333,0.020833333333333332,4,24
2646,8Q2869CNVH,"TABLET, FILM COATED",0VUT3PMY82,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2646,8Q2869CNVH,"TABLET, FILM COATED",1IVH67816N,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2646,8Q2869CNVH,"TABLET, FILM COATED",Q662QK8M3B,plasticizer,0.005076142131979695,0.005076142131979695,1,173
2646,8Q2869CNVH,"TABLET, FILM COATED",U725QWY32X,solubilizing_agent,0.7160493827160493,0.7160493827160493,1,57
2646,8Q2869CNVH,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
2647,3M8608UQ61,TABLET,3NXW29V3WO,binder,0.008622864906832298,0.060360054347826084,7,0
2647,3M8608UQ61,TABLET,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2648,19GBJ60SN5,SOLUTION,3K9958V90M,preservative,0.9432098765432099,0.9432098765432099,1,381
2649,GR120KRT6K,FOR SOLUTION,FZ989GH94E,solubilizing_agent,0.39545454545454545,0.7909090909090909,2,86
2650,0K47UL67F2,"TABLET, FILM COATED",0VUT3PMY82,binder,0.0075450067934782605,0.060360054347826084,8,0
2650,0K47UL67F2,"TABLET, FILM COATED",R75537T0T4,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2650,0K47UL67F2,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2650,0K47UL67F2,"TABLET, FILM COATED",U725QWY32X,disintegrant,0.004115226337448559,0.012345679012345678,3,57
2650,0K47UL67F2,"TABLET, FILM COATED",B697894SGQ,plasticizer,0.003355704697986577,0.003355704697986577,1,274
2651,YO603Y8113,"TABLET, FILM COATED",532B59J990,coating_agent,0.0047619047619047615,0.014285714285714285,3,46
2651,YO603Y8113,"TABLET, FILM COATED",7SEV7J4R1U,filler,0.2811791383219955,0.8435374149659864,3,123
2651,YO603Y8113,"TABLET, FILM COATED",G2M7P15E5P,plasticizer,0.006711409395973154,0.006711409395973154,1,125
2652,YU55MQ3IZY,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2652,YU55MQ3IZY,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2652,YU55MQ3IZY,TABLET,RFW2ET671P,binder,0.020120018115942027,0.060360054347826084,3,0
2652,YU55MQ3IZY,TABLET,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
2653,BDF1O1C72E,"TABLET, FILM COATED",O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
2653,BDF1O1C72E,"TABLET, FILM COATED",390RMW2PEQ,binder,0.020120018115942027,0.060360054347826084,3,1
2653,BDF1O1C72E,"TABLET, FILM COATED",OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
2653,BDF1O1C72E,"TABLET, FILM COATED",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
2654,FXC9231JVH,"CAPSULE, LIQUID FILLED",2G86QN327L,binder,0.49307559145989616,0.9861511829197923,2,1709
2654,FXC9231JVH,"CAPSULE, LIQUID FILLED",3OWL53L36A,filler,0.4578096947935368,0.9156193895870736,2,533
2654,FXC9231JVH,"CAPSULE, LIQUID FILLED",6DC9Q167V3,solvent,0.005765964673913044,0.023063858695652174,4,0
2654,FXC9231JVH,"CAPSULE, LIQUID FILLED",C9H2L21V7U,surfactant,0.4128787878787879,0.8257575757575758,2,108
2654,FXC9231JVH,"CAPSULE, LIQUID FILLED",PDC6A3C0OX,preservative,0.2962962962962963,0.8888888888888888,3,183
2654,FXC9231JVH,"CAPSULE, LIQUID FILLED",506T60A25R,sweetening_agent,0.00691802536231884,0.02075407608695652,3,0
2655,N7U69T4SZR,"TABLET, FILM COATED",9XZ8H6N6OH,binder,0.015090013586956521,0.060360054347826084,4,0
2655,N7U69T4SZR,"TABLET, FILM COATED",OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
2656,0K2I505OTV,CAPSULE,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2656,0K2I505OTV,CAPSULE,24SC3U704I,disintegrant,0.03294836956521739,0.09884510869565218,3,0
2657,0T4IMT8S5Z,CAPSULE,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
2657,0T4IMT8S5Z,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
2658,3ST302B24A,SUSPENSION,3NXW29V3WO,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
2658,3ST302B24A,SUSPENSION,FZ989GH94E,solubilizing_agent,0.39545454545454545,0.7909090909090909,2,86
2658,3ST302B24A,SUSPENSION,6DC9Q167V3,preservative,0.0208106884057971,0.0624320652173913,3,0
2658,3ST302B24A,SUSPENSION,TTV12P4NEE,stabilizing_agent,0.39732142857142855,0.7946428571428571,2,88
2658,3ST302B24A,SUSPENSION,GR686LBA74,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,4
2659,CUZ39LUY82,CAPSULE,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2659,CUZ39LUY82,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
2660,27O7W4T232,"TABLET, COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
2660,27O7W4T232,"TABLET, COATED",7T9FYH5QMK,glidant,0.04899230072463768,0.14697690217391304,3,2
2660,27O7W4T232,"TABLET, COATED",U725QWY32X,binder,0.004115226337448559,0.012345679012345678,3,57
2660,27O7W4T232,"TABLET, COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2660,27O7W4T232,"TABLET, COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
2661,WJ6CA3ZU8B,"TABLET, FILM COATED",D9C330MD8B,binder,0.020120018115942027,0.060360054347826084,3,0
2661,WJ6CA3ZU8B,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2661,WJ6CA3ZU8B,"TABLET, FILM COATED",532B59J990,coating_agent,0.0047619047619047615,0.014285714285714285,3,46
2661,WJ6CA3ZU8B,"TABLET, FILM COATED",G2M7P15E5P,plasticizer,0.006711409395973154,0.006711409395973154,1,125
2662,U202363UOS,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
2662,U202363UOS,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2662,U202363UOS,"TABLET, FILM COATED",C151H8M554,coating_agent,0.00510204081632653,0.02040816326530612,4,25
2662,U202363UOS,"TABLET, FILM COATED",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
2662,U202363UOS,"TABLET, FILM COATED",1DI56QDM62,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
2662,U202363UOS,"TABLET, FILM COATED",532B59J990,stabilizing_agent,0.6714285714285714,0.6714285714285714,1,46
2662,U202363UOS,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
2663,0H73WJJ391,"TABLET, FILM COATED",OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2663,0H73WJJ391,"TABLET, FILM COATED",0WZ8WG20P6,binder,0.0075450067934782605,0.060360054347826084,8,0
2663,0H73WJJ391,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2663,0H73WJJ391,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
2663,0H73WJJ391,"TABLET, FILM COATED",30IQX730WE,plasticizer,0.009009009009009009,0.009009009009009009,1,87
2664,786Z46389E,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
2664,786Z46389E,TABLET,0WZ8WG20P6,binder,0.008622864906832298,0.060360054347826084,7,0
2664,786Z46389E,TABLET,7SEV7J4R1U,filler,0.2811791383219955,0.8435374149659864,3,123
2664,786Z46389E,TABLET,U725QWY32X,solubilizing_agent,0.7160493827160493,0.7160493827160493,1,57
2665,44665V00O8,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
2666,J0E2756Z7N,TABLET,3NXW29V3WO,binder,0.008622864906832298,0.060360054347826084,7,0
2666,J0E2756Z7N,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
2666,J0E2756Z7N,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
